,Density,Trajectory,Discovered Shortest Path,Final Shortest Path,Processed Cells,Trial
0,0.0,201,201,201,10201,1
0,0.03,207,203,201,41889,1
0,0.06,219,209,201,40497,1
0,0.09,227,215,201,64865,1
0,0.12,211,207,201,60489,1
0,0.15,225,217,201,94337,1
0,0.18,253,225,201,149312,1
0,0.21,265,221,201,140148,1
0,0.24,313,223,201,205954,1
0,0.27,407,261,203,218142,1
0,0.3,395,263,203,217671,1
0,0.32999999999999996,421,243,203,312595,1
0,0.0,201,201,201,10201,2
0,0.03,207,205,201,27776,2
0,0.06,209,205,201,54100,2
0,0.09,219,203,201,86881,2
0,0.12,243,221,201,60203,2
0,0.15,261,225,201,65152,2
0,0.18,281,223,201,176078,2
0,0.21,293,233,201,123479,2
0,0.24,303,221,201,197417,2
0,0.27,355,271,201,274556,2
0,0.3,459,265,201,244499,2
0,0.32999999999999996,569,243,215,300953,2
0,0.0,201,201,201,10201,3
0,0.03,209,203,201,38675,3
0,0.06,223,207,201,44180,3
0,0.09,215,207,201,75711,3
0,0.12,251,223,201,88693,3
0,0.15,251,217,201,91252,3
0,0.18,257,217,201,136696,3
0,0.21,277,235,201,104193,3
0,0.24,311,223,201,184249,3
0,0.27,291,229,201,201072,3
0,0.3,413,265,203,306715,3
0,0.32999999999999996,293,229,203,302302,3
0,0.0,201,201,201,10201,4
0,0.03,207,205,201,20787,4
0,0.06,219,209,201,49825,4
0,0.09,229,213,201,43955,4
0,0.12,235,219,201,52598,4
0,0.15,259,225,201,135278,4
0,0.18,289,247,201,154222,4
0,0.21,333,247,201,137922,4
0,0.24,305,243,205,179073,4
0,0.27,365,241,201,225705,4
0,0.3,321,251,211,298391,4
0,0.32999999999999996,417,259,203,347003,4
0,0.0,201,201,201,10201,5
0,0.03,209,203,201,33102,5
0,0.06,207,203,201,63354,5
0,0.09,215,203,201,79867,5
0,0.12,259,223,201,42267,5
0,0.15,267,225,201,128926,5
0,0.18,277,229,201,90365,5
0,0.21,249,215,201,106035,5
0,0.24,281,227,201,150034,5
0,0.27,337,245,201,202948,5
0,0.3,291,223,203,297253,5
0,0.32999999999999996,419,251,209,370367,5
0,0.0,201,201,201,10201,6
0,0.03,213,201,201,36847,6
0,0.06,207,203,201,49453,6
0,0.09,219,207,201,58512,6
0,0.12,239,217,201,68835,6
0,0.15,259,227,201,83065,6
0,0.18,261,231,201,134313,6
0,0.21,255,217,201,165521,6
0,0.24,287,227,201,217965,6
0,0.27,321,241,201,222570,6
0,0.3,437,257,201,175100,6
0,0.32999999999999996,365,245,207,256027,6
0,0.0,201,201,201,10201,7
0,0.03,209,201,201,23639,7
0,0.06,209,209,201,70743,7
0,0.09,253,223,201,53646,7
0,0.12,223,211,201,74240,7
0,0.15,279,233,201,72645,7
0,0.18,257,231,201,99378,7
0,0.21,283,229,201,85262,7
0,0.24,291,235,201,188539,7
0,0.27,413,283,203,188881,7
0,0.3,293,237,203,259830,7
0,0.32999999999999996,345,245,221,349927,7
0,0.0,201,201,201,10201,8
0,0.03,207,205,201,17708,8
0,0.06,215,205,201,46799,8
0,0.09,211,211,201,38443,8
0,0.12,233,213,201,64710,8
0,0.15,263,225,201,99906,8
0,0.18,247,215,201,136810,8
0,0.21,261,215,201,233189,8
0,0.24,303,227,201,198713,8
0,0.27,313,233,203,209388,8
0,0.3,429,249,203,316480,8
0,0.32999999999999996,539,305,207,256005,8
0,0.0,201,201,201,10201,9
0,0.03,211,203,201,21936,9
0,0.06,211,205,201,54042,9
0,0.09,217,211,201,44649,9
0,0.12,235,211,201,65878,9
0,0.15,251,219,201,122595,9
0,0.18,253,221,201,159255,9
0,0.21,249,225,201,107549,9
0,0.24,265,231,203,204677,9
0,0.27,317,239,201,212353,9
0,0.3,453,293,203,285912,9
0,0.32999999999999996,613,335,233,397580,9
0,0.0,201,201,201,10201,10
0,0.03,213,207,201,14195,10
0,0.06,217,209,201,22403,10
0,0.09,225,213,201,28534,10
0,0.12,243,223,201,52593,10
0,0.15,239,225,201,81596,10
0,0.18,253,223,201,154493,10
0,0.21,241,217,201,152582,10
0,0.24,285,227,201,159378,10
0,0.27,315,237,201,151587,10
0,0.3,537,301,203,237693,10
0,0.32999999999999996,531,263,203,428304,10
0,0.0,201,201,201,10201,11
0,0.03,219,209,201,30450,11
0,0.06,223,211,201,27280,11
0,0.09,229,211,201,52189,11
0,0.12,241,219,201,56723,11
0,0.15,237,225,201,85623,11
0,0.18,253,227,201,114399,11
0,0.21,277,227,201,69935,11
0,0.24,323,259,201,200875,11
0,0.27,389,257,201,187838,11
0,0.3,375,273,203,256387,11
0,0.32999999999999996,559,315,215,576432,11
0,0.0,201,201,201,10201,12
0,0.03,213,203,201,18952,12
0,0.06,215,205,201,28471,12
0,0.09,215,207,201,80782,12
0,0.12,221,211,201,67719,12
0,0.15,255,225,201,90504,12
0,0.18,239,217,201,109141,12
0,0.21,267,235,201,128834,12
0,0.24,301,239,201,148774,12
0,0.27,317,219,201,233106,12
0,0.3,509,265,201,399915,12
0,0.32999999999999996,649,311,211,454722,12
0,0.0,201,201,201,10201,13
0,0.03,207,203,201,40730,13
0,0.06,225,211,201,35191,13
0,0.09,223,215,201,27554,13
0,0.12,217,209,201,43707,13
0,0.15,271,219,201,93695,13
0,0.18,259,229,201,119295,13
0,0.21,297,237,201,125178,13
0,0.24,289,229,201,160622,13
0,0.27,357,243,201,216623,13
0,0.3,361,253,205,193262,13
0,0.32999999999999996,485,269,209,382707,13
0,0.0,201,201,201,10201,14
0,0.03,203,201,201,32099,14
0,0.06,215,207,201,57816,14
0,0.09,223,211,201,64958,14
0,0.12,259,229,201,87678,14
0,0.15,227,215,201,78647,14
0,0.18,275,227,201,96097,14
0,0.21,275,221,201,192131,14
0,0.24,295,235,201,174690,14
0,0.27,339,249,201,146292,14
0,0.3,397,277,203,246401,14
0,0.32999999999999996,413,245,213,288451,14
0,0.0,201,201,201,10201,15
0,0.03,203,203,201,41708,15
0,0.06,211,205,201,23346,15
0,0.09,233,211,201,106154,15
0,0.12,241,217,201,114661,15
0,0.15,249,217,201,77113,15
0,0.18,285,223,201,140225,15
0,0.21,253,219,201,158280,15
0,0.24,289,237,201,196592,15
0,0.27,315,235,201,216030,15
0,0.3,387,227,201,205148,15
0,0.32999999999999996,605,257,209,271281,15
0,0.0,201,201,201,10201,16
0,0.03,211,207,201,23668,16
0,0.06,219,209,201,22542,16
0,0.09,221,207,201,81663,16
0,0.12,249,223,201,99550,16
0,0.15,267,223,201,89089,16
0,0.18,263,221,201,151305,16
0,0.21,259,219,201,175424,16
0,0.24,317,229,201,202010,16
0,0.27,279,213,201,239211,16
0,0.3,393,269,205,428038,16
0,0.32999999999999996,427,221,205,415559,16
0,0.0,201,201,201,10201,17
0,0.03,207,201,201,53090,17
0,0.06,213,205,201,29301,17
0,0.09,223,213,201,23617,17
0,0.12,225,213,201,88739,17
0,0.15,261,225,201,150430,17
0,0.18,269,227,201,167199,17
0,0.21,283,245,201,147777,17
0,0.24,279,221,201,132290,17
0,0.27,307,243,203,209329,17
0,0.3,401,251,209,270976,17
0,0.32999999999999996,659,265,205,601044,17
0,0.0,201,201,201,10201,18
0,0.03,203,203,201,25140,18
0,0.06,229,211,201,53009,18
0,0.09,221,205,201,78322,18
0,0.12,231,217,201,65878,18
0,0.15,253,215,201,108832,18
0,0.18,251,217,201,137248,18
0,0.21,255,229,201,158885,18
0,0.24,309,233,201,181930,18
0,0.27,311,255,201,224479,18
0,0.3,513,241,209,518850,18
0,0.32999999999999996,357,221,209,426232,18
0,0.0,201,201,201,10201,19
0,0.03,207,203,201,46459,19
0,0.06,215,211,201,72012,19
0,0.09,225,211,201,92241,19
0,0.12,225,211,201,73615,19
0,0.15,255,219,201,105867,19
0,0.18,261,219,201,139675,19
0,0.21,265,223,201,168907,19
0,0.24,279,221,201,224073,19
0,0.27,355,279,205,160293,19
0,0.3,429,259,201,354054,19
0,0.32999999999999996,509,273,225,382075,19
0,0.0,201,201,201,10201,20
0,0.03,205,203,201,28871,20
0,0.06,207,205,201,59998,20
0,0.09,221,215,201,42170,20
0,0.12,231,213,201,92743,20
0,0.15,259,225,201,90546,20
0,0.18,267,235,201,132988,20
0,0.21,319,245,201,134434,20
0,0.24,299,231,201,133764,20
0,0.27,357,235,201,277173,20
0,0.3,355,253,203,313975,20
0,0.32999999999999996,409,261,217,361351,20
0,0.0,201,201,201,10201,21
0,0.03,215,205,201,38450,21
0,0.06,225,213,201,32042,21
0,0.09,221,209,201,46137,21
0,0.12,221,207,201,60462,21
0,0.15,231,211,201,76111,21
0,0.18,257,221,201,116375,21
0,0.21,293,229,201,176424,21
0,0.24,287,231,201,149070,21
0,0.27,303,229,201,209331,21
0,0.3,461,247,209,417668,21
0,0.32999999999999996,359,255,207,244165,21
0,0.0,201,201,201,10201,22
0,0.03,211,205,201,21161,22
0,0.06,209,203,201,64782,22
0,0.09,221,211,201,68043,22
0,0.12,233,215,201,99329,22
0,0.15,267,215,201,139930,22
0,0.18,227,215,201,115664,22
0,0.21,285,239,201,140597,22
0,0.24,345,251,201,177230,22
0,0.27,283,235,203,213913,22
0,0.3,427,247,205,259076,22
0,0.32999999999999996,505,295,203,391762,22
0,0.0,201,201,201,10201,23
0,0.03,209,205,201,27914,23
0,0.06,215,207,201,64879,23
0,0.09,205,203,201,70513,23
0,0.12,261,221,201,96571,23
0,0.15,263,223,201,122938,23
0,0.18,279,233,201,127234,23
0,0.21,275,229,201,122864,23
0,0.24,333,271,201,159091,23
0,0.27,281,227,201,197962,23
0,0.3,325,215,203,254987,23
0,0.32999999999999996,441,267,205,279503,23
0,0.0,201,201,201,10201,24
0,0.03,207,201,201,30331,24
0,0.06,205,205,201,58442,24
0,0.09,219,205,201,42009,24
0,0.12,235,217,201,90251,24
0,0.15,259,221,201,87739,24
0,0.18,233,209,201,121270,24
0,0.21,279,221,201,263655,24
0,0.24,273,215,203,215472,24
0,0.27,305,227,201,150700,24
0,0.3,835,343,219,389324,24
0,0.32999999999999996,453,223,205,268869,24
0,0.0,201,201,201,10201,25
0,0.03,201,201,201,28474,25
0,0.06,221,205,201,13946,25
0,0.09,223,205,201,25419,25
0,0.12,265,233,201,94042,25
0,0.15,249,217,201,94771,25
0,0.18,251,215,201,154103,25
0,0.21,277,243,201,111021,25
0,0.24,301,219,201,168262,25
0,0.27,409,287,201,191300,25
0,0.3,299,237,207,205133,25
0,0.32999999999999996,475,293,213,473892,25
0,0.0,201,201,201,10201,26
0,0.03,205,205,201,21002,26
0,0.06,213,207,201,65986,26
0,0.09,225,209,201,50384,26
0,0.12,235,213,201,71564,26
0,0.15,265,237,201,79126,26
0,0.18,245,229,201,98642,26
0,0.21,261,209,201,153868,26
0,0.24,289,221,201,218442,26
0,0.27,325,253,201,192080,26
0,0.3,355,249,207,199605,26
0,0.32999999999999996,357,265,207,304948,26
0,0.0,201,201,201,10201,27
0,0.03,211,207,201,16601,27
0,0.06,213,207,201,30074,27
0,0.09,217,205,201,51639,27
0,0.12,233,223,201,97996,27
0,0.15,241,213,201,172678,27
0,0.18,223,207,201,131485,27
0,0.21,255,223,201,187037,27
0,0.24,297,225,201,137716,27
0,0.27,367,267,203,178486,27
0,0.3,409,257,201,258231,27
0,0.32999999999999996,643,259,215,490076,27
0,0.0,201,201,201,10201,28
0,0.03,213,205,201,24790,28
0,0.06,209,205,201,37506,28
0,0.09,227,211,201,96095,28
0,0.12,245,213,201,78449,28
0,0.15,247,213,201,90509,28
0,0.18,279,235,201,191623,28
0,0.21,317,231,201,138372,28
0,0.24,325,245,201,197604,28
0,0.27,277,227,203,186927,28
0,0.3,363,271,201,269108,28
0,0.32999999999999996,707,287,245,545031,28
0,0.0,201,201,201,10201,29
0,0.03,215,207,201,13285,29
0,0.06,217,211,201,67716,29
0,0.09,229,215,201,68865,29
0,0.12,221,205,201,105648,29
0,0.15,223,211,201,131159,29
0,0.18,269,245,201,104777,29
0,0.21,265,231,201,170352,29
0,0.24,311,239,201,168729,29
0,0.27,267,231,201,143759,29
0,0.3,421,263,201,170236,29
0,0.32999999999999996,479,265,217,479332,29
0,0.0,201,201,201,10201,30
0,0.03,207,203,201,46295,30
0,0.06,215,205,201,36593,30
0,0.09,239,211,201,68985,30
0,0.12,223,211,201,95932,30
0,0.15,263,227,201,93987,30
0,0.18,291,233,201,192063,30
0,0.21,321,251,201,163213,30
0,0.24,297,245,201,166326,30
0,0.27,317,251,201,227565,30
0,0.3,303,221,203,278174,30
0,0.32999999999999996,517,289,209,339933,30
0,0.0,201,201,201,10201,31
0,0.03,209,207,201,48228,31
0,0.06,223,209,201,39998,31
0,0.09,213,205,201,59023,31
0,0.12,227,221,201,106460,31
0,0.15,257,215,201,115040,31
0,0.18,259,217,201,138079,31
0,0.21,249,221,201,201605,31
0,0.24,299,223,201,161456,31
0,0.27,269,213,201,284029,31
0,0.3,383,245,203,221872,31
0,0.32999999999999996,511,283,203,515763,31
0,0.0,201,201,201,10201,32
0,0.03,207,203,201,15506,32
0,0.06,215,213,201,44565,32
0,0.09,219,213,201,36971,32
0,0.12,241,217,201,45367,32
0,0.15,237,225,201,96662,32
0,0.18,273,237,201,122127,32
0,0.21,297,231,201,166403,32
0,0.24,333,231,201,178801,32
0,0.27,343,251,201,165086,32
0,0.3,337,255,205,129561,32
0,0.32999999999999996,535,299,213,493852,32
0,0.0,201,201,201,10201,33
0,0.03,227,207,201,24399,33
0,0.06,213,205,201,48386,33
0,0.09,227,213,201,74067,33
0,0.12,225,207,201,73011,33
0,0.15,259,223,201,132739,33
0,0.18,269,221,201,108535,33
0,0.21,325,237,201,176287,33
0,0.24,283,223,201,160101,33
0,0.27,355,251,201,234393,33
0,0.3,347,233,205,262181,33
0,0.32999999999999996,409,241,217,272503,33
0,0.0,201,201,201,10201,34
0,0.03,201,201,201,15890,34
0,0.06,217,209,201,39097,34
0,0.09,227,211,201,50512,34
0,0.12,227,215,201,115206,34
0,0.15,239,215,201,106867,34
0,0.18,239,217,201,94394,34
0,0.21,269,227,201,173940,34
0,0.24,279,225,201,142332,34
0,0.27,337,217,201,232280,34
0,0.3,475,259,205,474061,34
0,0.32999999999999996,351,243,203,220385,34
0,0.0,201,201,201,10201,35
0,0.03,203,203,201,32818,35
0,0.06,215,207,201,65453,35
0,0.09,225,215,201,49831,35
0,0.12,225,217,201,53846,35
0,0.15,247,221,201,85507,35
0,0.18,283,229,201,153534,35
0,0.21,269,221,201,146118,35
0,0.24,273,229,201,161766,35
0,0.27,299,213,201,174266,35
0,0.3,421,285,207,355122,35
0,0.32999999999999996,411,243,205,174930,35
0,0.0,201,201,201,10201,36
0,0.03,209,203,201,20065,36
0,0.06,213,207,201,52715,36
0,0.09,223,219,201,72584,36
0,0.12,235,209,201,51132,36
0,0.15,247,219,201,78274,36
0,0.18,227,223,201,120418,36
0,0.21,283,227,201,152019,36
0,0.24,349,239,201,198128,36
0,0.27,321,231,201,280543,36
0,0.3,349,239,201,204557,36
0,0.32999999999999996,387,231,207,298940,36
0,0.0,201,201,201,10201,37
0,0.03,209,201,201,46314,37
0,0.06,205,203,201,36736,37
0,0.09,211,205,201,40928,37
0,0.12,231,211,201,69893,37
0,0.15,235,223,201,86100,37
0,0.18,267,227,201,162922,37
0,0.21,267,219,201,154106,37
0,0.24,319,233,201,269394,37
0,0.27,341,259,201,271860,37
0,0.3,335,221,205,335349,37
0,0.32999999999999996,295,235,205,282065,37
0,0.0,201,201,201,10201,38
0,0.03,205,205,201,20232,38
0,0.06,221,207,201,34933,38
0,0.09,205,205,201,48900,38
0,0.12,239,217,201,81142,38
0,0.15,275,229,201,65518,38
0,0.18,259,219,201,213224,38
0,0.21,261,223,205,135104,38
0,0.24,281,227,201,180345,38
0,0.27,395,259,201,263972,38
0,0.3,397,277,203,286824,38
0,0.32999999999999996,509,257,227,468301,38
0,0.0,201,201,201,10201,39
0,0.03,205,205,201,39384,39
0,0.06,211,203,201,45768,39
0,0.09,217,205,201,46709,39
0,0.12,269,215,201,66302,39
0,0.15,249,227,201,99255,39
0,0.18,277,229,201,89499,39
0,0.21,245,215,201,116042,39
0,0.24,311,223,201,177905,39
0,0.27,295,231,201,156303,39
0,0.3,371,247,203,337415,39
0,0.32999999999999996,489,271,213,452956,39
0,0.0,201,201,201,10201,40
0,0.03,203,203,201,13476,40
0,0.06,221,209,201,83229,40
0,0.09,223,213,201,40118,40
0,0.12,253,213,201,136536,40
0,0.15,227,211,201,89369,40
0,0.18,249,215,201,143986,40
0,0.21,303,229,201,127339,40
0,0.24,339,255,201,125937,40
0,0.27,297,243,203,205812,40
0,0.3,349,259,201,286802,40
0,0.32999999999999996,373,265,209,168385,40
0,0.0,201,201,201,10201,41
0,0.03,207,205,201,27532,41
0,0.06,211,211,201,57949,41
0,0.09,227,209,201,54648,41
0,0.12,231,213,201,67836,41
0,0.15,247,219,201,87471,41
0,0.18,253,211,201,165487,41
0,0.21,285,233,201,130774,41
0,0.24,263,223,201,152295,41
0,0.27,347,257,201,280928,41
0,0.3,397,263,203,240533,41
0,0.32999999999999996,341,237,209,348056,41
0,0.0,201,201,201,10201,42
0,0.03,207,201,201,18143,42
0,0.06,215,207,201,52153,42
0,0.09,223,213,201,52321,42
0,0.12,229,207,201,89740,42
0,0.15,247,217,201,85077,42
0,0.18,265,231,201,143487,42
0,0.21,295,225,201,239516,42
0,0.24,311,241,201,190770,42
0,0.27,393,247,201,290044,42
0,0.3,449,271,203,245073,42
0,0.32999999999999996,439,249,203,363390,42
0,0.0,201,201,201,10201,43
0,0.03,205,203,201,30722,43
0,0.06,213,207,201,38682,43
0,0.09,221,205,201,59217,43
0,0.12,227,215,201,93656,43
0,0.15,229,209,201,92256,43
0,0.18,261,229,201,175451,43
0,0.21,315,255,201,130148,43
0,0.24,317,245,201,164260,43
0,0.27,333,237,203,177364,43
0,0.3,427,289,203,286781,43
0,0.32999999999999996,379,237,225,437519,43
0,0.0,201,201,201,10201,44
0,0.03,205,203,201,22446,44
0,0.06,217,207,201,35280,44
0,0.09,227,213,201,39303,44
0,0.12,245,217,201,69062,44
0,0.15,259,225,201,130024,44
0,0.18,257,217,201,71464,44
0,0.21,293,233,201,195109,44
0,0.24,363,255,201,138993,44
0,0.27,287,239,203,171585,44
0,0.3,375,233,203,293739,44
0,0.32999999999999996,381,249,203,295473,44
0,0.0,201,201,201,10201,45
0,0.03,207,201,201,12556,45
0,0.06,209,203,201,56592,45
0,0.09,217,207,201,66747,45
0,0.12,245,221,201,52191,45
0,0.15,289,229,201,74325,45
0,0.18,245,223,201,99436,45
0,0.21,303,245,201,133270,45
0,0.24,303,239,201,237980,45
0,0.27,377,241,201,291700,45
0,0.3,435,271,203,264663,45
0,0.32999999999999996,353,257,207,358323,45
0,0.0,201,201,201,10201,46
0,0.03,217,203,201,49593,46
0,0.06,215,207,201,33686,46
0,0.09,227,211,201,53087,46
0,0.12,253,225,201,59580,46
0,0.15,269,225,201,115192,46
0,0.18,223,207,201,126099,46
0,0.21,285,223,201,121128,46
0,0.24,307,243,201,207688,46
0,0.27,293,221,201,172021,46
0,0.3,313,247,201,207472,46
0,0.32999999999999996,457,231,207,385138,46
0,0.0,201,201,201,10201,47
0,0.03,209,203,201,15848,47
0,0.06,213,209,201,75646,47
0,0.09,227,211,201,86814,47
0,0.12,225,213,201,57591,47
0,0.15,241,227,201,79799,47
0,0.18,245,211,201,112487,47
0,0.21,331,255,201,105783,47
0,0.24,325,251,201,188258,47
0,0.27,341,245,201,126014,47
0,0.3,379,257,201,173967,47
0,0.32999999999999996,581,273,213,288091,47
0,0.0,201,201,201,10201,48
0,0.03,213,205,201,17751,48
0,0.06,227,209,201,37917,48
0,0.09,225,213,201,62661,48
0,0.12,229,209,201,79367,48
0,0.15,249,219,201,84933,48
0,0.18,239,221,201,121992,48
0,0.21,263,233,201,170985,48
0,0.24,285,233,203,186284,48
0,0.27,295,223,201,182135,48
0,0.3,419,253,201,183410,48
0,0.32999999999999996,419,257,201,296717,48
0,0.0,201,201,201,10201,49
0,0.03,207,203,201,45321,49
0,0.06,209,205,201,34203,49
0,0.09,241,215,201,48956,49
0,0.12,235,217,201,65907,49
0,0.15,233,213,201,93532,49
0,0.18,243,217,201,165582,49
0,0.21,253,213,201,172241,49
0,0.24,315,249,201,189454,49
0,0.27,301,239,201,106484,49
0,0.3,379,225,211,358707,49
0,0.32999999999999996,437,283,205,217191,49
0,0.0,201,201,201,10201,50
0,0.03,205,205,201,20652,50
0,0.06,211,207,201,43443,50
0,0.09,211,207,201,63634,50
0,0.12,245,219,201,85883,50
0,0.15,239,219,201,99647,50
0,0.18,301,237,201,88929,50
0,0.21,257,227,201,152428,50
0,0.24,251,219,201,121947,50
0,0.27,273,219,201,222169,50
0,0.3,357,245,203,281798,50
0,0.32999999999999996,353,255,211,272407,50
